STATE/UT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES,STATE/UT,Year, LITERACY RATE %   (Male), LITERACY RATE % Female, LITERACY RATE %  Average,Area(km2),Population Male,Population Female,Population Total,Rural,Urban,predicted population increase rate  for next year,predicted literacy increase rate for next year
GUJARAT,2001,1226,537,94,286,0,286,998,857,141,327,19,991,5142,15834,5504,10330,1930,1748,1779,55,449,13760,67,756,111,3667,0,2924,50719,103419,GUJARAT,2001,80.50,58.60,70.00,196024.00,26344053.00,24252939.00,50671017.00,31740767.00,18930250.00,,
GUJARAT,2002,1532,759,13,267,0,267,1015,807,208,804,12,1098,5327,15742,6195,9547,3665,1385,1457,46,1915,13531,62,750,104,3321,0,3258,50612,106675,GUJARAT,2002,81.60,59.40,70.96,196024.00,26815611.55,24687066.61,51578028.20,32308926.73,19269101.48,,
GUJARAT,2003,1114,478,29,236,0,236,1044,859,185,338,14,1267,5844,19304,7201,12103,1824,1873,1975,275,516,12611,54,722,92,3684,0,3536,46879,103709,GUJARAT,2003,82.71,60.21,71.92,196024.00,27282203.19,25116621.57,52475485.90,32871102.05,19604383.84,,
GUJARAT,2004,1113,469,27,339,0,339,1133,905,228,360,15,1136,5828,18551,6931,11620,1599,1612,1726,122,388,12262,58,757,164,3955,0,3958,49897,105469,GUJARAT,2004,83.82,61.02,72.89,196024.00,27743272.42,25541092.47,53362321.61,33426623.68,19935697.93,,
GUJARAT,2005,1033,452,27,324,0,324,1164,916,248,282,15,966,5332,17964,7083,10881,1628,1370,1541,447,320,10503,48,802,104,4090,0,4120,60882,113414,GUJARAT,2005,84.93,61.82,73.85,196024.00,28192713.44,25954858.17,54226791.22,33968134.98,20258656.23,,
GUJARAT,2006,1165,471,24,354,0,354,1128,945,183,290,12,970,5530,18475,7188,11287,1534,1246,1529,196,321,10685,50,736,138,4977,0,4339,66802,120972,GUJARAT,2006,86.04,62.63,74.82,196024.00,28626881.22,26354562.99,55061883.80,34491244.26,20570639.54,,
GUJARAT,2007,1166,494,21,316,0,316,1312,1089,223,245,10,1095,4870,18164,8022,10142,1668,1139,1116,286,330,10989,42,822,120,5827,0,4831,68332,123195,GUJARAT,2007,87.15,63.44,75.78,196024.00,29050559.07,26744610.52,55876799.68,35001714.68,20875085.01,,
GUJARAT,2008,1106,487,35,374,0,374,1323,1119,204,256,14,1322,5053,20715,9947,10768,1809,1167,1167,190,363,10897,27,828,122,6094,0,4934,65525,123808,GUJARAT,2008,88.26,64.25,76.74,196024.00,29465982.06,27127058.45,56675837.92,35502239.20,21173598.72,,
GUJARAT,2009,1020,468,30,433,0,433,1348,1162,186,246,11,1420,4488,19669,11130,8539,1539,1256,1014,238,240,9456,24,727,114,5506,0,5178,60758,115183,GUJARAT,2009,89.37,65.06,77.71,196024.00,29878505.81,27506837.27,57469299.65,35999270.55,21470029.10,,
GUJARAT,2010,1048,462,44,408,0,408,1447,1290,157,186,18,1384,4071,16794,9817,6977,1623,1214,1002,255,260,10131,19,668,110,5600,0,5907,63788,116439,GUJARAT,2010,90.48,65.86,78.68,196024.00,30293817.04,27889182.30,58268122.91,36499660.41,21768462.51,,
GUJARAT,2011,1126,478,43,439,0,439,1614,1442,172,221,24,1368,4509,16043,8934,7109,1615,1339,1399,256,263,10159,30,685,93,6052,0,5827,69788,123371,GUJARAT,2011,91.59,66.67,79.64,196024.00,30708842.33,28271264.10,59066396.20,36999705.75,22066690.44,,
HARYANA,2001,781,467,78,398,0,398,449,297,152,77,141,397,3109,6117,3022,3095,750,556,1016,37,203,4744,285,478,401,1513,0,856,15906,38759,HARYANA,2001,78.50,45.70,67.90,44212.00,11327658.00,9755331.00,21144564.00,15029260.00,6115304.00,,
HARYANA,2002,760,487,89,361,1,360,427,290,137,61,162,330,3048,5962,2955,3007,700,579,933,32,199,4514,256,454,1424,1565,0,955,16854,40152,HARYANA,2002,79.58,46.33,68.83,44212.00,11530423.08,9929951.42,21523051.70,15298283.75,6224767.94,,
HARYANA,2003,702,446,76,353,0,353,388,271,117,63,190,281,2981,5591,3079,2512,639,586,900,30,122,4153,222,344,1302,1618,0,971,16654,38612,HARYANA,2003,80.66,46.96,69.77,44212.00,11731052.44,10102732.58,21897552.80,15564473.89,6333078.90,,
HARYANA,2004,733,441,65,386,0,386,423,292,131,52,145,244,2786,6558,3735,2823,699,534,1089,32,95,4194,251,403,850,2026,0,981,16109,39096,HARYANA,2004,81.74,47.59,70.70,44212.00,11929307.23,10273468.76,22267621.44,15827513.50,6440107.94,,
HARYANA,2005,784,513,57,461,0,461,492,344,148,88,138,390,3437,8694,5034,3660,899,562,1204,31,119,4569,212,380,597,2075,0,1083,15879,42664,HARYANA,2005,82.82,48.21,71.63,44212.00,12122562.00,10439898.95,22628356.90,16083919.22,6544437.69,,
HARYANA,2006,873,585,59,608,0,608,635,431,204,104,224,410,4001,10518,6300,4218,1142,750,1424,35,156,5135,255,486,491,2254,0,1350,19014,50509,HARYANA,2006,83.90,48.85,72.57,44212.00,12309249.46,10600673.40,22976833.60,16331611.57,6645222.03,,
HARYANA,2007,911,592,72,488,0,488,801,554,247,139,266,502,4231,11047,6499,4548,1173,726,1232,33,142,5031,269,417,409,2412,0,1545,19159,51597,HARYANA,2007,84.98,49.48,73.51,44212.00,12491426.35,10757563.36,23316890.74,16573319.43,6743571.31,,
HARYANA,2008,921,616,92,631,0,631,854,644,210,120,257,555,4249,12709,7674,5035,1184,763,1150,40,139,4504,302,435,605,2435,0,1323,21460,55344,HARYANA,2008,86.06,50.10,74.44,44212.00,12670053.75,10911396.52,23650322.28,16810317.89,6840004.38,,
HARYANA,2009,948,690,78,603,0,603,916,659,257,153,297,679,4077,12917,8449,4468,1166,827,1406,35,153,3977,281,451,605,2617,0,1549,21804,56229,HARYANA,2009,87.15,50.73,75.38,44212.00,12847434.50,11064156.07,23981426.79,17045662.34,6935764.44,,
HARYANA,2010,1005,836,63,720,0,720,963,714,249,147,248,734,4445,16266,11299,4967,1414,919,1662,29,221,3733,284,476,580,2720,0,1595,20060,59120,HARYANA,2010,88.23,51.36,76.32,44212.00,13026013.84,11217947.84,24314768.62,17282597.05,7032171.57,,
HARYANA,2011,1062,851,60,733,0,733,959,733,226,167,176,638,5011,17425,12541,4884,1466,812,1761,18,166,3423,255,474,490,2740,0,1505,20549,60741,HARYANA,2011,89.31,52.00,77.25,44212.00,13204470.23,11371633.73,24647880.95,17519368.63,7128512.32,,
HIMACHAL PRADESH,2001,119,75,11,124,0,124,126,105,21,4,0,28,844,600,142,458,628,69,146,2,134,1403,10,310,14,317,0,483,6052,11499,HIMACHAL PRADESH,2001,85.40,67.40,76.50,55673.00,3085256.00,2991992.00,6077900.00,5482319.00,595581.00,,
HIMACHAL PRADESH,2002,123,86,6,137,0,137,138,116,22,0,1,18,710,564,142,422,646,75,137,0,145,1476,6,326,12,234,0,482,6921,12243,HIMACHAL PRADESH,2002,86.57,68.32,77.55,55673.00,3140482.08,3045548.66,6186694.41,5580452.51,606241.90,,
HIMACHAL PRADESH,2003,125,74,5,126,0,126,113,96,17,8,0,19,707,627,218,409,610,63,130,3,121,1385,6,250,18,221,0,463,6937,12011,HIMACHAL PRADESH,2003,87.75,69.25,78.60,55673.00,3195126.47,3098541.20,6294342.89,5677552.38,616790.51,,
HIMACHAL PRADESH,2004,110,77,12,153,0,153,123,99,24,1,0,25,766,643,192,451,562,97,174,6,112,1421,8,284,16,252,0,469,7015,12326,HIMACHAL PRADESH,2004,88.92,70.18,79.66,55673.00,3249124.11,3150906.55,6400717.29,5773503.02,627214.27,,
HIMACHAL PRADESH,2005,110,79,22,141,0,141,118,102,16,6,0,22,696,696,166,530,558,82,163,6,97,1359,2,286,29,228,0,480,7165,12345,HIMACHAL PRADESH,2005,90.10,71.11,80.71,55673.00,3301759.92,3201951.24,6504408.91,5867033.77,637375.14,,
HIMACHAL PRADESH,2006,111,78,20,113,0,113,130,109,21,7,0,29,754,812,214,598,566,137,129,4,115,1261,3,275,31,259,0,499,7760,13093,HIMACHAL PRADESH,2006,91.28,72.04,81.76,55673.00,3352607.02,3251261.28,6604576.80,5957386.09,647190.72,,
HIMACHAL PRADESH,2007,127,57,9,159,0,159,171,150,21,5,0,23,877,1092,264,828,649,132,212,11,141,1318,8,322,33,342,0,597,7937,14222,HIMACHAL PRADESH,2007,92.45,72.97,82.82,55673.00,3402225.61,3299379.95,6702324.54,6045555.40,656769.14,,
HIMACHAL PRADESH,2008,129,59,5,157,0,157,151,137,14,6,0,20,885,1152,332,820,627,137,248,11,127,1258,3,295,41,343,0,485,7837,13976,HIMACHAL PRADESH,2008,93.63,73.89,83.87,55673.00,3450877.43,3346561.09,6798167.78,6132006.84,666160.94,,
HIMACHAL PRADESH,2009,125,73,13,183,0,183,150,122,28,4,0,21,784,823,327,496,591,117,264,2,124,1230,1,318,37,284,0,616,7555,13315,HIMACHAL PRADESH,2009,94.81,74.83,84.93,55673.00,3499189.72,3393412.94,6893342.13,6217854.94,675487.19,,
HIMACHAL PRADESH,2010,132,74,12,160,0,160,194,162,32,2,0,11,743,838,334,504,615,110,318,4,127,1374,2,350,78,275,0,610,7020,13049,HIMACHAL PRADESH,2010,95.98,75.75,85.98,55673.00,3547828.45,3440581.38,6989159.59,6304283.12,684876.46,,
HIMACHAL PRADESH,2011,130,50,6,168,0,168,212,191,21,1,0,10,995,1042,356,686,530,143,359,4,110,1251,4,331,62,239,0,563,8102,14312,HIMACHAL PRADESH,2011,97.16,76.69,87.04,55673.00,3596433.70,3487717.35,7084911.07,6390651.80,694259.27,,
JAMMU & KASHMIR,2001,1075,1474,33,169,0,169,606,504,102,24,0,161,1345,1919,633,1286,1072,90,391,15,437,318,13,622,288,50,0,357,9046,19505,JAMMU & KASHMIR,2001,66.60,43.00,55.50,42241.00,5300574.00,4769343.00,10143700.00,7627062.00,2516638.00,,
JAMMU & KASHMIR,2002,1048,1240,31,192,0,192,674,596,78,42,0,163,1321,2020,664,1356,996,91,382,20,386,366,18,785,368,54,0,380,9390,19967,JAMMU & KASHMIR,2002,67.51,43.59,56.26,42241.00,5395454.27,4854714.24,10325272.23,7763586.41,2561685.82,,
JAMMU & KASHMIR,2003,929,1216,29,211,0,211,712,615,97,23,0,154,1526,1949,576,1373,1167,116,408,21,328,310,10,875,376,71,0,378,10424,21233,JAMMU & KASHMIR,2003,68.43,44.18,57.03,42241.00,5489335.18,4939186.27,10504931.97,7898672.81,2606259.15,,
JAMMU & KASHMIR,2004,816,1112,29,218,0,218,735,632,103,28,0,129,1420,1939,573,1366,1116,105,414,32,320,334,9,990,264,82,0,422,10677,21191,JAMMU & KASHMIR,2004,69.35,44.77,57.79,42241.00,5582104.94,5022658.52,10682465.32,8032160.38,2650304.93,,
JAMMU & KASHMIR,2005,647,905,37,201,0,201,748,658,90,13,0,116,1397,1901,504,1397,1222,117,403,29,240,355,5,830,371,76,0,462,10040,20115,JAMMU & KASHMIR,2005,70.26,45.36,58.55,42241.00,5672535.04,5104025.58,10855521.26,8162281.38,2693239.87,,
JAMMU & KASHMIR,2006,487,854,40,250,0,250,789,723,66,10,0,112,1351,1937,554,1383,1197,123,463,35,203,376,10,960,347,135,0,222,10886,20787,JAMMU & KASHMIR,2006,71.18,45.96,59.32,42241.00,5759892.08,5182627.58,11022696.28,8287980.52,2734715.77,,
JAMMU & KASHMIR,2007,318,669,23,288,0,288,758,707,51,18,0,111,1460,2086,514,1572,1209,121,489,31,186,374,9,986,353,176,0,243,11535,21443,JAMMU & KASHMIR,2007,72.10,46.55,60.08,42241.00,5845138.49,5259330.47,11185832.19,8410642.63,2775189.56,,
JAMMU & KASHMIR,2008,237,570,31,219,0,219,704,656,48,3,0,67,1347,2198,689,1509,1782,87,392,23,230,273,21,935,296,162,0,293,10734,20604,JAMMU & KASHMIR,2008,73.02,47.14,60.85,42241.00,5928723.97,5334538.89,11345789.59,8530914.82,2814874.77,,
JAMMU & KASHMIR,2009,237,547,23,237,0,237,873,825,48,1,0,69,1566,2631,876,1755,1472,132,475,37,217,331,12,972,371,196,0,517,11059,21975,JAMMU & KASHMIR,2009,73.94,47.74,61.61,42241.00,6011726.10,5409222.44,11504630.64,8650347.62,2854283.02,,
JAMMU & KASHMIR,2010,217,711,26,245,0,245,896,840,56,6,0,61,1406,2510,967,1543,2169,150,422,19,224,278,9,1038,262,211,0,494,11869,23223,JAMMU & KASHMIR,2010,74.85,48.33,62.38,42241.00,6095289.09,5484410.63,11664545.01,8770587.46,2893957.55,,
JAMMU & KASHMIR,2011,169,494,29,277,0,277,1077,1023,54,14,0,88,1516,2655,930,1725,1405,195,612,39,205,246,11,1194,350,286,0,385,13257,24504,JAMMU & KASHMIR,2011,75.77,48.92,63.15,42241.00,6178794.56,5559547.05,11824349.27,8890744.50,2933604.77,,
JHARKHAND,2001,1507,866,143,567,0,567,441,279,162,636,48,647,1266,3827,754,3073,2018,283,554,23,165,2254,217,297,5,484,2,420,8777,25447,JHARKHAND,2001,67.30,38.90,53.60,79716.00,13861277.00,13048151.00,26945829.00,20952088.00,5993741.00,,
JHARKHAND,2002,1488,1143,115,797,0,797,468,178,290,580,55,780,1419,4374,560,3814,2281,333,441,6,167,2294,275,411,3,588,36,416,12969,31439,JHARKHAND,2002,68.22,39.43,54.33,79716.00,14109393.86,13281712.90,27428159.34,21327130.38,6101028.96,,
JHARKHAND,2003,1482,957,109,712,0,712,487,262,225,702,37,864,1468,4155,564,3591,2481,265,479,5,147,3062,262,424,2,559,0,642,12902,32203,JHARKHAND,2003,69.15,39.97,55.07,79716.00,14354897.31,13512814.71,27905409.31,21698222.44,6207186.87,,
JHARKHAND,2004,1488,1143,115,797,0,797,468,178,290,580,55,780,1419,4374,560,3814,2281,333,441,6,167,2294,275,411,3,588,36,416,12969,31439,JHARKHAND,2004,70.08,40.50,55.81,79716.00,14597495.08,13741181.28,28377010.73,22064922.40,6312088.33,,
JHARKHAND,2005,1523,1084,87,753,5,748,621,283,338,592,49,732,1610,6195,1181,5014,2524,243,643,19,202,3078,257,293,36,590,4,1490,12550,35175,JHARKHAND,2005,71.00,41.04,56.55,79716.00,14833974.50,13963788.41,28836718.30,22422374.15,6414344.16,,
JHARKHAND,2006,1492,1078,97,799,0,799,635,410,225,536,45,779,1428,6173,1146,5027,2650,319,833,34,178,3055,281,414,44,668,5,1154,13667,36364,JHARKHAND,2006,71.93,41.58,57.29,79716.00,15062417.70,14178830.75,29280803.76,22767678.71,6513125.06,,
JHARKHAND,2007,1617,1076,92,855,0,855,762,534,228,524,40,771,1495,7091,1784,5307,2565,448,814,19,160,3783,303,342,15,801,0,1019,13897,38489,JHARKHAND,2007,72.86,42.11,58.03,79716.00,15285341.49,14388677.45,29714159.66,23104640.35,6609519.31,,
JHARKHAND,2008,1697,1061,112,791,0,791,792,499,293,416,50,761,1375,7269,2165,5104,2576,269,900,24,164,2826,266,271,23,851,39,1310,14843,38686,JHARKHAND,2008,73.78,42.65,58.76,79716.00,15503921.87,14594435.54,30139072.14,23435036.71,6704035.43,,
JHARKHAND,2009,1636,1274,104,719,0,719,827,517,310,412,53,780,1392,7716,2990,4726,2312,473,910,15,203,4132,295,276,83,710,6,1678,11430,37436,JHARKHAND,2009,74.71,43.19,59.51,79716.00,15720976.77,14798757.63,30561019.15,23763127.22,6797891.93,,
JHARKHAND,2010,1689,1028,82,773,0,773,978,696,282,335,19,709,1357,7090,2709,4381,2447,505,988,16,185,4271,276,245,16,650,8,1745,13477,38889,JHARKHAND,2010,75.64,43.72,60.24,79716.00,15939498.35,15004460.37,30985817.32,24093434.69,6892382.63,,
JHARKHAND,2011,1747,718,83,784,0,784,941,660,281,309,40,614,1235,6378,1872,4506,2133,447,907,22,138,4403,282,317,7,659,6,1728,11940,35838,JHARKHAND,2011,76.57,44.26,60.98,79716.00,16157869.48,15210021.47,31410323.02,24423514.75,6986808.27,,
KARNATAKA,2001,1626,1475,74,293,0,293,559,271,288,178,36,847,6394,12868,4016,8852,6686,494,2678,131,352,23285,220,1665,81,1755,0,100,47301,109098,KARNATAKA,2001,76.10,56.90,66.60,191792.00,26856343.00,25877615.00,52850562.00,34889033.00,17961529.00,,
KARNATAKA,2002,1627,1576,55,292,0,292,645,300,345,178,66,972,6480,13818,4376,9442,6838,485,2764,175,437,22824,233,1648,100,1826,0,152,50508,113699,KARNATAKA,2002,77.14,57.68,67.51,191792.00,27337071.54,26340824.31,53796587.06,35513546.69,18283040.37,,
KARNATAKA,2003,1506,1241,58,321,0,321,531,244,287,220,65,861,6055,14180,4296,9884,5784,495,2752,126,415,21913,194,1585,84,1704,0,172,52143,112405,KARNATAKA,2003,78.19,58.46,68.43,191792.00,27812736.58,26799154.65,54732647.67,36131482.40,18601165.27,,
KARNATAKA,2004,1519,1387,57,291,1,290,592,286,306,177,109,1024,6093,16093,5185,10908,6237,423,2759,65,248,21232,259,1435,57,1588,0,277,52518,114440,KARNATAKA,2004,79.24,59.25,69.35,191792.00,28282771.83,27252060.37,55657629.42,36742104.46,18915524.96,,
KARNATAKA,2005,1609,1406,80,343,0,343,589,312,277,208,119,1202,5986,17008,5920,11088,6151,434,2909,133,238,20883,261,1585,71,1883,0,243,54239,117580,KARNATAKA,2005,80.29,60.03,70.26,191792.00,28740952.74,27693543.74,56559283.02,37337326.55,19221956.47,,
KARNATAKA,2006,1627,1484,68,400,0,400,563,328,235,202,247,1349,5967,14901,5759,9142,6183,471,2910,139,268,19488,244,1683,38,2129,0,534,56815,117710,KARNATAKA,2006,81.34,60.82,71.18,191792.00,29183563.41,28120024.32,57430295.98,37912321.38,19517974.60,,
KARNATAKA,2007,1538,1251,55,436,1,435,680,390,290,178,242,1313,5449,14351,5887,8464,5783,400,3600,124,262,18963,251,1828,28,2507,0,514,60853,120606,KARNATAKA,2007,82.39,61.60,72.10,191792.00,29615480.15,28536200.68,58280264.36,38473423.73,19806840.62,,
KARNATAKA,2008,1698,1475,81,446,0,446,758,405,353,270,248,1615,6258,17820,8960,8860,6013,424,3669,118,265,19159,259,1954,44,2638,1,572,61755,127540,KARNATAKA,2008,83.43,62.38,73.02,191792.00,30038981.51,28944268.35,59113672.14,39023593.69,20090078.44,,
KARNATAKA,2009,1702,1607,79,509,0,509,892,408,484,273,346,1825,6629,20576,11093,9483,6269,461,5079,171,293,20105,264,2186,64,3185,2,417,61108,134042,KARNATAKA,2009,84.48,63.17,73.94,191792.00,30459527.25,29349488.10,59941263.55,39569924.00,20371339.54,,
KARNATAKA,2010,1805,1850,94,586,0,586,1374,586,788,272,300,1949,6059,20093,10840,9253,7710,464,5543,192,286,21835,248,2544,83,3441,0,471,65123,142322,KARNATAKA,2010,85.53,63.95,74.85,191792.00,30882914.68,29757445.99,60774447.11,40119945.95,20654501.16,,
KARNATAKA,2011,1820,1837,85,636,0,636,1395,715,680,214,399,2123,6136,19834,10226,9608,7265,440,5850,105,231,21295,267,2608,81,3712,12,750,60505,137600,KARNATAKA,2011,86.58,64.74,75.77,191792.00,31306010.61,30165123.00,61607057.03,40669589.21,20937467.83,,
KERALA,2001,472,615,111,562,0,562,183,97,86,176,13,517,4474,5441,1795,3646,8108,428,2756,239,768,19829,27,1942,81,2561,0,0,54544,103847,KERALA,2001,94.20,87.90,90.90,38863.00,15468664.00,16369955.00,31841374.00,23574449.00,8266925.00,,
KERALA,2002,454,562,210,499,0,499,162,91,71,137,4,610,4624,5743,1978,3765,8090,357,2924,135,452,19033,17,2123,102,2836,0,32,55094,104200,KERALA,2002,95.49,89.10,92.15,38863.00,15745553.09,16662977.19,32411334.59,23996431.64,8414902.96,,
KERALA,2003,435,448,343,394,0,394,189,102,87,142,19,634,4409,4891,1668,3223,6798,323,3061,129,413,17696,33,1947,68,2930,0,35,53487,98824,KERALA,2003,96.79,90.32,93.40,38863.00,16019525.71,16952913.00,32975291.82,24413969.55,8561322.27,,
KERALA,2004,417,391,473,480,0,480,232,142,90,129,15,639,4580,5240,1717,3523,6461,336,3755,99,374,20610,31,2260,133,3222,0,42,54106,104025,KERALA,2004,98.09,91.53,94.65,38863.00,16290255.69,17239417.23,33532574.25,24826565.63,8706008.62,,
KERALA,2005,388,341,88,478,0,478,226,129,97,110,158,621,4110,5454,1969,3485,6535,361,3261,79,456,18302,21,2339,175,3283,0,34,57530,104350,KERALA,2005,99.38,92.73,95.90,38863.00,16554157.84,17518695.79,34075801.95,25228756.00,8847045.95,,
KERALA,2006,393,347,87,601,0,601,294,202,92,129,125,691,4245,5431,2014,3417,6365,299,3316,68,435,19105,25,2543,222,3708,0,49,56777,105255,KERALA,2006,100.68,93.95,97.16,38863.00,16809091.87,17788483.70,34600569.30,25617278.84,8983290.46,,
KERALA,2007,367,402,92,512,0,512,255,177,78,121,157,869,4100,5609,2113,3496,7358,394,4215,54,398,18975,27,2624,262,3999,0,59,57681,108530,KERALA,2007,101.98,95.16,98.41,38863.00,17057866.43,18051753.26,35112657.73,25996414.57,9116243.16,,
KERALA,2008,362,434,95,568,0,568,253,166,87,91,267,816,3882,5818,1981,3837,8057,435,3659,46,389,19178,31,2745,258,4138,0,37,59061,110620,KERALA,2008,103.28,96.37,99.66,38863.00,17301793.92,18309893.33,35614768.73,26368163.29,9246605.44,,
KERALA,2009,343,408,100,568,0,568,256,173,83,112,266,830,3554,5564,2029,3535,8086,354,3394,66,503,18274,20,2540,395,4007,0,41,68688,118369,KERALA,2009,104.58,97.58,100.91,38863.00,17544019.03,18566231.84,36113375.49,26737317.58,9376057.91,,
KERALA,2010,363,361,86,634,0,634,261,184,77,74,221,636,2682,4380,1486,2894,8724,343,3581,54,374,18532,22,2936,537,4797,0,47,98668,148313,KERALA,2010,105.87,98.79,102.17,38863.00,17787880.90,18824302.46,36615351.41,27108966.29,9506385.12,,
KERALA,2011,365,521,105,1132,0,1132,299,221,78,71,245,741,3001,4704,1454,3250,10754,340,5155,56,450,21747,15,3756,573,5377,0,65,112665,172137,KERALA,2011,107.18,100.01,103.42,38863.00,18031574.86,19082195.40,37116981.73,27480359.13,9636622.60,,
LAKSHADWEEP,2001,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,10,1,1,0,0,2,3,0,0,0,0,0,0,17,36,LAKSHADWEEP,2001,92.50,80.50,86.70,36.00,31118.00,29477.00,60650.00,33683.00,26967.00,,
LAKSHADWEEP,2002,0,0,0,1,0,1,0,0,0,0,0,0,9,12,0,12,18,0,0,0,2,5,0,1,0,0,0,0,5,53,LAKSHADWEEP,2002,93.77,81.60,87.89,36.00,31675.01,30004.64,61735.64,34285.93,27449.71,,
LAKSHADWEEP,2003,0,0,0,2,0,2,0,0,0,0,0,0,6,8,1,7,4,0,0,0,2,1,0,1,0,1,0,0,6,31,LAKSHADWEEP,2003,95.04,82.71,89.08,36.00,32226.16,30526.72,62809.84,34882.50,27927.33,,
LAKSHADWEEP,2004,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,37,0,0,1,0,6,0,0,0,1,0,0,18,70,LAKSHADWEEP,2004,96.32,83.82,90.28,36.00,32770.78,31042.62,63871.32,35472.02,28399.31,,
LAKSHADWEEP,2005,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,7,6,0,0,0,0,4,0,0,0,0,0,0,22,42,LAKSHADWEEP,2005,97.59,84.93,91.47,36.00,33301.67,31545.51,64906.04,36046.66,28859.37,,
LAKSHADWEEP,2006,0,2,0,0,0,0,0,0,0,0,0,0,2,17,1,16,12,0,0,0,4,5,0,0,0,1,0,0,37,80,LAKSHADWEEP,2006,98.87,86.04,92.67,36.00,33814.51,32031.31,65905.59,36601.78,29303.81,,
LAKSHADWEEP,2007,0,2,0,1,0,1,0,0,0,0,0,0,2,20,2,18,1,0,0,0,0,0,0,2,0,2,0,0,26,56,LAKSHADWEEP,2007,100.14,87.15,93.86,36.00,34314.97,32505.38,66880.99,37143.49,29737.51,,
LAKSHADWEEP,2008,1,0,0,2,0,2,1,1,0,0,0,0,3,8,1,7,12,0,0,0,2,12,0,0,0,1,0,0,53,95,LAKSHADWEEP,2008,101.41,88.26,95.05,36.00,34805.67,32970.20,67837.39,37674.64,30162.75,,
LAKSHADWEEP,2009,0,1,0,1,0,1,0,0,0,3,0,0,1,10,5,5,44,0,0,0,2,14,0,0,0,0,0,0,58,134,LAKSHADWEEP,2009,102.69,89.37,96.25,36.00,35292.95,33431.78,68787.11,38202.08,30585.03,,
LAKSHADWEEP,2010,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,3,0,0,0,2,1,0,0,0,0,0,0,26,42,LAKSHADWEEP,2010,103.96,90.48,97.45,36.00,35783.52,33896.49,69743.25,38733.09,31010.16,,
LAKSHADWEEP,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,1,0,0,3,3,0,0,0,0,0,0,27,44,LAKSHADWEEP,2011,105.24,91.59,98.64,36.00,36273.76,34360.87,70698.74,39263.74,31435.00,,
MADHYA PRADESH,2001,2425,2870,125,2851,0,2851,956,668,288,166,130,1764,13549,20263,4535,15728,3395,481,1413,19,1014,30895,609,7063,751,2562,0,3297,85143,181741,MADHYA PRADESH,2001,76.10,50.30,63.70,308245.00,31456873.00,28928245.00,60348023.00,44380878.00,15967145.00,,
MADHYA PRADESH,2002,2395,2864,194,2891,0,2891,964,639,325,136,142,1829,13344,20759,4845,15914,3178,507,1240,54,1053,29955,674,7118,783,3117,0,3679,94923,191799,MADHYA PRADESH,2002,77.14,50.99,64.57,308245.00,32019951.03,29446060.59,61428252.61,45175295.72,16252956.90,,
MADHYA PRADESH,2003,2227,2413,203,2738,0,2738,887,608,279,153,141,1578,12884,20422,5262,15160,2729,549,1222,38,868,29358,648,6848,705,2938,0,3778,97751,191078,MADHYA PRADESH,2003,78.19,51.68,65.45,308245.00,32577098.17,29958422.04,62497104.21,45961345.86,16535758.35,,
MADHYA PRADESH,2004,2379,2563,188,2875,0,2875,832,584,248,147,134,1526,12308,22586,6148,16438,2479,548,1287,36,893,33285,751,6690,804,3436,0,4209,96911,196867,MADHYA PRADESH,2004,79.24,52.38,66.33,308245.00,33127651.13,30464719.37,63553305.27,46738092.61,16815212.66,,
MADHYA PRADESH,2005,2405,2512,134,2921,0,2921,847,604,243,147,130,1557,11192,20685,6390,14295,2573,613,1292,51,817,33803,739,6426,792,2989,3,4593,91951,189172,MADHYA PRADESH,2005,80.29,53.07,67.20,308245.00,33664319.08,30958247.83,64582868.81,47495249.71,17087619.11,,
MADHYA PRADESH,2006,2309,2370,138,2900,0,2900,808,617,191,151,121,1770,10960,21733,7552,14181,2308,519,1522,38,815,34709,764,6243,762,2989,0,4823,95959,194711,MADHYA PRADESH,2006,81.34,53.76,68.08,308245.00,34182749.60,31435004.84,65577444.99,48226676.55,17350768.44,,
